Player, Shots or Saves, Shots or Saves Against Opponent, Shots or Saves in March, Shots or Saves at condition
Alex DeBrincat, 2.876993166287016, 2.4705882352941178, 2.77027027027027, 2.944954128440367
Jakob Chychrun, 2.3802083333333335, 1.4444444444444444, 2.3378378378378377, 2.298429319371728
Dylan Gambrell, 0.8616071428571429, 0.2857142857142857, 1.0, 0.8796296296296297
Erik Brannstrom, 1.2737430167597765, 0.75, 1.5, 1.3977272727272727
Drake Batherson, 2.2546296296296298, 2.0, 2.730769230769231, 2.375
Dylan Ferguson, 24.5, 0, 48.0, 0
Brady Tkachuk, 3.6724137931034484, 3.090909090909091, 3.9310344827586206, 3.6839080459770117
Mads Sogaard, 24.6, 0, 25.714285714285715, 22.75
Jake Sanderson, 1.5606060606060606, 1.0, 1.3636363636363635, 1.4375
Artem Zub, 0.9529411764705882, 0.5, 0.8461538461538461, 0.9529411764705882
Patric Hornqvist, 3.130965593784684, 2.8095238095238093, 3.3157894736842106, 3.209251101321586
Spencer Knight, 25.45614035087719, 19.5, 25.857142857142858, 27.545454545454547
Eric Staal, 2.9741506646971936, 3.1964285714285716, 3.049382716049383, 2.994143484626647
Marc Staal, 1.0532110091743119, 1.146341463414634, 1.0205128205128204, 1.0943738656987296
Radko Gudas, 1.6646795827123695, 2.3461538461538463, 1.6833333333333333, 1.7410714285714286
Sergei Bobrovsky, 26.84037558685446, 26.2, 27.414634146341463, 26.9080118694362
Nick Cousins, 1.51953125, 1.1666666666666667, 1.469387755102041, 1.6197718631178708
Anthony Duclair, 1.8914405010438413, 1.85, 1.7195121951219512, 1.943089430894309
Carter Verhaeghe, 2.345679012345679, 2.4, 2.8048780487804876, 2.591304347826087
Aleksander Barkov, 2.6462480857580397, 2.1379310344827585, 2.692982456140351, 2.873846153846154
Aaron Ekblad, 2.535830618892508, 2.130434782608696, 2.361904761904762, 2.685064935064935
Sam Reinhart, 2.2786069651741294, 1.9230769230769231, 2.4356435643564356, 2.3654485049833887
Sam Bennett, 2.10989010989011, 1.5714285714285714, 2.0232558139534884, 2.359259259259259
Brandon Montour, 2.1015801354401806, 2.4, 2.2023809523809526, 2.0588235294117645
Colin White, 0.875784190715182, 1.027027027027027, 0.965034965034965, 0.7880299251870324
Ryan Lomberg, 1.4736842105263157, 0.75, 1.3043478260869565, 1.619047619047619
Alex Lyon, 22.838709677419356, 0, 18.0, 27.5
Matthew Tkachuk, 2.811623246492986, 2.45, 2.8684210526315788, 2.8785425101214575
Josh Mahura, 1.0133333333333334, 1.0, 0.96, 0.9736842105263158
Givani Smith, 1.1018518518518519, 0.3333333333333333, 2.142857142857143, 1.0638297872340425
Casey Fitzgerald, 0.8571428571428571, 1.0, 0.6363636363636364, 0.7333333333333333
Eetu Luostarinen, 1.199004975124378, 0.75, 1.105263157894737, 1.27
Anton Lundell, 2.015748031496063, 2.3333333333333335, 1.8333333333333333, 1.9402985074626866
Michael Rasmussen, 1.4789915966386555, 2.25, 1.3243243243243243, 1.5206611570247934
David Perron, 2.1418983700862895, 2.272727272727273, 2.090909090909091, 2.154580152671756
Alex Chiasson, 1.4234375, 1.434782608695652, 1.3781512605042017, 1.3974763406940063
Ben Chiarot, 1.408273381294964, 1.1875, 1.3580246913580247, 1.4336917562724014
Magnus Hellberg, 20.15, 11.5, 22.25, 12.142857142857142
Olli Maatta, 1.3066666666666666, 1.380952380952381, 1.2650602409638554, 1.3774193548387097
Dominik Kubalik, 2.321033210332103, 1.2222222222222223, 2.0, 2.3257575757575757
Andrew Copp, 1.5009041591320071, 1.3636363636363635, 1.3333333333333333, 1.5857142857142856
Adam Erne, 1.2427745664739884, 1.75, 1.337837837837838, 1.3114754098360655
